iteration	t
1	20,30,33,101,123,151,283,374,767,1123,2076,2217,2386,2625,2700,2979,3102,3128,3191,3199,3257,3477
2	11,41,127,129,235,251,287,407,586,628,1108,1675
3	9,31,41,57,82,90,92,131,344,346,358,433,660,682,688,1170,2823,3319,3324
4	13,54,57,58,95,120,212,313,486,937,1004,1960
5	5,12,96,147,148,244,247,439,840,958,1003,1015,1168,1792,1841,2390,2956,4047,7683
6	10,63,344,462,474,5889,5910
7	159,506,648,1440,3628
8	6941,10393,10511,18120
9	770,1265,3239,3250
