cut	56
Partition 0	3563,3570
Partition 1	3561,3559,3562
Partition 2	3560,3544,3532
Partition 3	3542,3541
Partition 4	3567,3566,3540
Partition 5	3523,3557,3558
Partition 6	3520,3526,3531
Partition 7	3528,3529
Partition 8	3530,3527,3564
Partition 9	3568,3565,3569
Partition 10	3584,3585
Partition 11	3586,3587,3588
Partition 12	3524,3572,3574
Partition 13	3573,3575,3577,3576
Partition 14	3551,3552,3550
Partition 15	3548,3549,3553
Partition 16	3547,3545,3546
Partition 17	3595,3571,3596
Partition 18	3598,3597
Partition 19	3522,3539
Partition 20	3556,3555,3554,3521
Partition 21	3583,3582
Partition 22	3594,3593,3592
Partition 23	3589,3590,3591
Partition 24	3525,3533,3543
Partition 25	3536,3537,3538
Partition 26	3579,3580,3581
Partition 27	3534,3535,3578
