cut	91
Partition 0	63,64,62
Partition 1	17,1,18
Partition 2	37,36,35
Partition 3	20,44,7,43
Partition 4	39,41,38,40
Partition 5	67,68,66
Partition 6	8,9,10
Partition 7	14,12,13,11
Partition 8	71,47,70,69
Partition 9	3,4,6
Partition 10	5,16,15,65
Partition 11	58,59,61,60
Partition 12	79,0,27
Partition 13	78,76,42,77
Partition 14	2,21,50
Partition 15	72,74,73
Partition 16	45,26,75
Partition 17	33,53,54
Partition 18	52,57,56
Partition 19	55,19,28,48
Partition 20	25,23,24,22
Partition 21	46,34,49
Partition 22	32,29,30,31,51
