iteration	t
1	11,224,269,347,408,427,558,688,898,899,924,938,947,1490,1921,2016
2	67,96,137,662,751,1326,1510,2027,2097,2160,2177,2181,2623,2743,2907,3021,3403,3463,3522,4114,4856
3	6,31,96,184,275,279,445,629,851,1189,4452,4479,5885
4	8,169,372,460,517,598,1394,1680,4340,6434,7930
5	17,26,73,196,216,281,360,890,1109,1113,1183,2416,3375
6	169,1490,4619
7	25,116,248,278,313,314,329,371,378,397,409,479,1090,1395,1505
8	10,53,206,249,281,328,4200,5515,6091
9	6,71,512,532,5532,7192,7591
