cut	108
Partition 1	2063
Partition 2	2146,2147,2145,2148
Partition 3	2099,2100
Partition 4	2094,2095
Partition 5	2150,2151,2152
Partition 6	2141,2149
Partition 7	2143,2144
Partition 8	2138,2140
Partition 9	2129,2130,2139,2068
Partition 10	2131,2132
Partition 11	2142,2076
Partition 12	2066
Partition 13	2133,2135,2134,2136,2137
Partition 14	2069,2111
Partition 15	2109,2108
Partition 16	2087,2083
Partition 17	2084,2086
Partition 18	2079,2080,2081,2085
Partition 19	2082,2062
Partition 20	2107,2106
Partition 21	2097,2098,2104,2105
Partition 22	2102,2103,2101
Partition 23	2078,2091
Partition 24	2090,2092,2093
Partition 25	2065,2096,2075
Partition 26	2077,2067
Partition 27	2156,2155,2159
Partition 28	2162,2165
Partition 29	2070,2161,2163
Partition 30	2164,2166
Partition 31	2072,2074
Partition 32	2158,2157,2160
Partition 33	2127,2128
Partition 34	2120,2179
Partition 35	2174,2177
Partition 36	2175,2178
Partition 37	2170,2169,2172
Partition 38	2154
Partition 39	2167,2176,2173,2171
Partition 40	2116,2117
Partition 41	2112,2113,2110
Partition 42	2114,2071,2115
Partition 43	2121,2122
Partition 44	2118,2073,2119
Partition 45	2180,2181
Partition 46	2064,2125,2126
Partition 47	2185,2199,2200,2183,2184
Partition 48	2182
Partition 49	2124,2123
Partition 50	2187,2189,2188
Partition 51	2191,2190
Partition 52	2196,2194,2195,2197,2198
Partition 53	2192,2193
Partition 54	2168,2153
Partition 55	2088,2089
Partition 56	2186
