path	1
T	NA
cut	18
Partition 0	6,18,19,44,20,48,72,73,75
Partition 1	8,17,31,63,74,78,12,27,42,57
Partition 2	11,23,30,13,25,29,37,39,26
Partition 3	9,36,47,52,60,28,62,67,64
Partition 4	0,33,38,46,66,3,49,61,79
Partition 5	1,22,50,54,4,10,21,51,56,69
Partition 6	14,15,16,35,68,77,34,43,45
Partition 7	2,5,70,24,40,58,71
Partition 8	7,55,32,76,41,53,65,59
path	2
T	NA
cut	18
Partition 0	6,18,19,44,20,48,72,73,75
Partition 1	8,17,31,63,74,78,12,27,42,57
Partition 2	11,23,30,13,25,29,37,39,26
Partition 3	9,36,47,52,60,28,62,67,64
Partition 4	0,33,38,46,66,3,49,61,79
Partition 5	1,22,50,54,4,10,21,51,56,69
Partition 6	14,15,16,35,68,77,34,43,45
Partition 7	2,5,70,24,40,58,71
Partition 8	7,55,32,76,41,53,65,59
path	3
T	NA
cut	17
Partition 0	6,18,19,44,20,48,72,73,75
Partition 1	8,17,31,63,74,78,12,27,42,57
Partition 2	11,23,30,13,25,29,37,39,26
Partition 3	9,36,47,52,60,28,62,67,64
Partition 4	0,33,38,46,66,3,49,61,79
Partition 5	1,22,50,54,4,10,21,51,56,69
Partition 6	14,15,16,35,68,77,34,43,45
Partition 7	2,5,70,24,40,53,65,58,71
Partition 8	7,55,32,76,41,59
