cut	45
Partition 0	9,26,48
Partition 1	20,49,60
Partition 2	1,32,74
Partition 3	37,34,35
Partition 4	0,71,78
Partition 5	7,27,79
Partition 6	11,46,53
Partition 7	29,38,58
Partition 8	3,10,42
Partition 9	2,13,16
Partition 10	23,65,33
Partition 11	25,40,44,69
Partition 12	14,50,59
Partition 13	22,75
Partition 14	8,41,70
Partition 15	21,45,72
Partition 16	15,17,30
Partition 17	6,31,67
Partition 18	43,61,62
Partition 19	12,19,66
Partition 20	4,36,57,63
Partition 21	5,47,56
Partition 22	24,73,28
Partition 23	18,39,51
Partition 24	54,64,77,68
Partition 25	52,55,76
