cut	68
Partition 0	3601,3600,3599
Partition 1	3522,3596,3527,3597
Partition 2	3594,3593,3595,3598
Partition 3	3621,3620,3619
Partition 4	3520,3585,3589,3590
Partition 5	3602,3610,3617,3618
Partition 6	3611,3612,3614,3613
Partition 7	3615,3609,3616,3608
Partition 8	3603,3604,3607,3606
Partition 9	3555,3556,3591
Partition 10	3584,3564,3557,3558
Partition 11	3553,3524,3552
Partition 12	3528,3575,3576,3577,3583
Partition 13	3538,3539,3540
Partition 14	3531,3521,3530,3605
Partition 15	3549,3550,3548,3532
Partition 16	3571,3570,3569
Partition 17	3574,3573,3572,3551
Partition 18	3567,3554,3568
Partition 19	3525,3529,3563,3565,3566
Partition 20	3581,3582,3580
Partition 21	3559,3533,3560,3579
Partition 22	3535,3523,3536,3537
Partition 23	3547,3542,3544,3592
Partition 24	3586,3587,3534,3588
Partition 25	3543,3526,3541,3578
Partition 26	3545,3546,3562,3561
