cut	55
Partition 0	25,49,58
Partition 1	4,67,70,76
Partition 2	83,87,86
Partition 3	54,89,98
Partition 4	36,56,63,79
Partition 5	14,16,57
Partition 6	28,78,68,96
Partition 7	46,35,75
Partition 8	6,17,37
Partition 9	3,21,38,91
Partition 10	33,51,61
Partition 11	29,15,66,84
Partition 12	9,30,43
Partition 13	53,60,80,85
Partition 14	47,82,90
Partition 15	1,10,45,62
Partition 16	41,44,93,94
Partition 17	0,19,65,92
Partition 18	12,31,64
Partition 19	11,32,39
Partition 20	13,24,73,77
Partition 21	55,74,95
Partition 22	88,81,97
Partition 23	7,27,42,99
Partition 24	8,40,59
Partition 25	2,5,20,71
Partition 26	18,22,69
Partition 27	48,52,72
Partition 28	23,26,34,50
