cut	58
Partition 0	3596,3597
Partition 1	3599,3576,3520
Partition 2	3598,3570,3575
Partition 3	3585,3595,3594
Partition 4	3591,3592,3593
Partition 5	3568,3569
Partition 6	3562,3563,3564
Partition 7	3532,3530
Partition 8	3535,3553,3552
Partition 9	3528,3533,3534
Partition 10	3538,3541,3548
Partition 11	3549,3551,3550
Partition 12	3561,3522,3540,3555
Partition 13	3536,3537,3527
Partition 14	3579,3584,3578
Partition 15	3526,3567
Partition 16	3543,3544,3547
Partition 17	3573,3574
Partition 18	3572,3571,3529
Partition 19	3556,3524,3577,3557
Partition 20	3542,3545,3546
Partition 21	3565,3566
Partition 22	3525,3554,3590
Partition 23	3523,3521,3539
Partition 24	3580,3586,3531
Partition 25	3589,3587,3588
Partition 26	3583,3582,3581
Partition 27	3558,3559,3560
