cut	29
Partition 0	10,43,60
Partition 1	78,27,33
Partition 2	6,23,28
Partition 3	5,71,70
Partition 4	51,50,11
Partition 5	66,45,52
Partition 6	9,79,69
Partition 7	54,30,53
Partition 8	0,47,26
Partition 9	8,35
Partition 10	7,14,37
Partition 11	75,74,4
Partition 12	2,1,3,77
Partition 13	40,39,72
Partition 14	73,12,34
Partition 15	55,18,25,24
Partition 16	67,59
Partition 17	68,21,44
Partition 18	19,13,15
Partition 19	61,22,38,49
Partition 20	42,17
Partition 21	62,31,32
Partition 22	29,46,20
Partition 23	36,58
Partition 24	16,41,65
Partition 25	48,56,57
Partition 26	64,76,63
