iteration	t
1	2,15,18,32,121,138,175,180,224,246,732,4118,8912,8981
2	46,68,166,168,172,174,187,258,264,303,356,389,439,484,598,4614
3	12,23,46,72,75,91,121,127,132,889,1276,2403,3419,8199
4	39,40,58,80,119,123,125,222,270,736
5	8,38,73,90,94,178,210,307,607,1190,1230
6	16,27,717
7	11,13,20,337,700,3185,3472,7996,8518,8528,8531,9046,13726
8	45,67,389,511,3272,4676,6627,16370,16413
9	408,1818
