cut	54
Partition 0	28,68,97,75
Partition 1	80,50,25,70
Partition 2	16,18,21,76
Partition 3	9,14,79,43
Partition 4	67,66,53,85,87
Partition 5	78,34,81,90,58
Partition 6	3,24,0
Partition 7	65,6,20,54,95
Partition 8	1,45,99,82
Partition 9	7,63,23,44
Partition 10	86,29,91,39,48
Partition 11	26,13,94,98
Partition 12	11,49,62,89
Partition 13	71,37,72,92,52
Partition 14	30,41,60,19
Partition 15	10,77,27,42
Partition 16	69,31,59,73,74
Partition 17	35,22,46,88
Partition 18	4,55,33,96
Partition 19	32,93,57,64,83
Partition 20	12,61,17,40,36
Partition 21	5,15,84,56
Partition 22	2,38,51,47,8
