Npart	Sol	Nodes	Constraint	Valid Motif_METIS	Valid Motif_Optimized	Cycle Free_METIS	Cycle Free_Optimized	T_Metis	T_Optimized	cut_Metis	cut_Optimized
4	3	22	lc	True	True	False	True	3	2	6	6
4	4	22	lc	True	True	False	True	3	2	6	6
4	5	22	lc	True	True	False	True	3	2	6	6
4	12	22	lc	True	True	False	True	3	2	6	6
4	19	22	lc	True	True	False	True	3	2	6	6
4	20	22	lc	True	True	False	True	3	2	6	6
4	21	22	lc	True	True	False	True	3	2	6	6
4	22	22	lc	True	True	False	True	3	2	6	6
4	34	22	lc	True	True	False	True	3	2	6	6
4	41	22	lc	True	True	False	True	3	2	6	6
4	43	22	lc	True	True	False	True	3	2	6	6
4	44	22	lc	True	True	False	True	3	2	6	6
4	54	22	lc	True	True	False	True	3	2	6	6
4	55	22	lc	True	True	False	True	3	2	6	6
4	58	22	lc	True	True	False	True	3	2	6	6
4	85	22	lc	True	True	False	True	3	2	6	6
4	92	22	lc	True	True	False	True	3	2	6	6
4	94	22	lc	True	True	False	True	3	2	6	6
4	104	22	lc	True	True	False	True	3	2	6	6
4	119	22	lc	True	True	False	True	3	2	6	6
4	124	22	lc	True	True	False	True	3	2	6	6
4	125	22	lc	True	True	False	True	3	2	6	6
4	135	22	lc	True	True	False	True	3	2	6	6
4	136	22	lc	True	True	False	True	3	2	6	6
4	145	22	lc	True	True	False	True	3	2	6	6
4	146	22	lc	True	True	False	True	3	2	6	6
4	183	22	lc	True	True	False	True	3	2	6	6
4	197	22	lc	True	True	False	True	3	2	6	6
3	0	22	lc	True	True	True	True	2	2	4	4
3	2	22	lc	True	True	True	True	2	2	4	4
3	7	22	lc	True	True	True	True	2	2	4	4
3	8	22	lc	True	True	True	True	2	2	4	4
3	16	22	lc	True	True	True	True	2	2	4	4
5	0	22	lc	True	True	True	True	2	2	7	7
5	1	22	lc	True	True	True	True	2	2	7	7
5	2	22	lc	True	True	True	True	2	2	7	7
5	3	22	lc	True	True	True	True	2	2	7	7
