iteration	t
1	14,39,55,57,69,93,99,110,133,138,256,335
2	3,40,54,74,107,139,149,415,597,1230,1528
3	11,12,19,54,60,138,140,148,170,265,461,1992
4	2,22,26,36,76,89,106,122,264,343,440,545,4294,5979
5	13,27,44,51,56,61,112,186,226,263,838,1179
6	56,2191
7	76,441,878,930,1099,10997
8	3815
9	729,7494,14886
