cut	33
Partition 0	1669,1666,1688
Partition 1	1679,1680,1681
Partition 2	1683,1684,1685
Partition 3	1677,1682,1678
Partition 4	1715,1714,1713
Partition 5	1664,1687
Partition 6	1686,1674,1676
Partition 7	1670,1671
Partition 8	1663,1668,1672
Partition 9	1709,1710
Partition 10	1675,1707,1708
Partition 11	1692,1691
Partition 12	1689,1693,1694
Partition 13	1711,1700,1712,1699
Partition 14	1695,1665,1698
Partition 15	1696,1697,1673
Partition 16	1703,1667,1690
Partition 17	1702,1701,1662
Partition 18	1705,1706,1704
