cut	103
Partition 0	2066,2131
Partition 1	2135,2136,2137
Partition 2	2132,2134,2133
Partition 3	2142,2143,2076
Partition 4	2130,2139,2140
Partition 5	2129,2138,2068
Partition 6	2094,2095
Partition 7	2144,2151,2152
Partition 8	2141,2149,2150
Partition 9	2088,2089
Partition 10	2063,2099,2100
Partition 11	2146,2145,2148,2147
Partition 12	2082,2062
Partition 13	2069,2111,2109
Partition 14	2083,2087,2110
Partition 15	2102,2101,2103
Partition 16	2098,2105,2104
Partition 17	2107,2108,2106
Partition 18	2065,2096,2075
Partition 19	2079,2080,2081
Partition 20	2085,2084,2086
Partition 21	2078,2091
Partition 22	2077,2097,2067
Partition 23	2090,2092,2093
Partition 24	2164,2160
Partition 25	2157,2074
Partition 26	2072,2156,2158
Partition 27	2163,2166
Partition 28	2162,2155,2159
Partition 29	2070,2161,2165
Partition 30	2170,2172
Partition 31	2173,2168,2171
Partition 32	2153,2154,2167,2169
Partition 33	2071,2115,2114
Partition 34	2127,2174,2177
Partition 35	2128,2176,2175,2178
Partition 36	2112,2113,2116
Partition 37	2073,2119,2122
Partition 38	2117,2121,2118
Partition 39	2120,2179
Partition 40	2064,2125,2126
Partition 41	2180,2181,2182
Partition 42	2124,2123
Partition 43	2192,2187,2189
Partition 44	2191,2188,2190
Partition 45	2183,2184
Partition 46	2200,2199,2185
Partition 47	2198,2196,2197
Partition 48	2193,2186,2195,2194
