cut	39
Partition 0	36,43,50
Partition 1	1,2,51
Partition 2	30,35,66
Partition 3	26,48,44
Partition 4	0,11,58
Partition 5	6,9,28,64
Partition 6	15,54
Partition 7	3,5,31,60
Partition 8	13,45,53
Partition 9	8,34,59
Partition 10	16,20,24
Partition 11	38,41,49
Partition 12	27,57
Partition 13	4,22,39
Partition 14	42,67,68
Partition 15	32,23,62
Partition 16	17,18,40
Partition 17	14,61,69
Partition 18	7,37,52
Partition 19	12
Partition 20	21,46,33
Partition 21	29,19,65
Partition 22	47,56
Partition 23	10,25,55,63
