cut	66
Partition 0	41,38,67
Partition 1	9,19,2,86
Partition 2	0,40,36,87
Partition 3	18,39,66,56
Partition 4	78,5,43,81
Partition 5	26,37,55
Partition 6	89,8,48,21
Partition 7	1,14,32,75,42
Partition 8	82,20,73,58
Partition 9	85,29,65,7
Partition 10	15,16,50,83
Partition 11	4,51,31,88
Partition 12	79,34,35,61
Partition 13	64,23,45,69
Partition 14	57,24,46,70
Partition 15	10,13,68,27
Partition 16	33,80,44,49
Partition 17	3,12,62
Partition 18	11,54,17
Partition 19	84,6,59,72,77
Partition 20	28,52,60,71
Partition 21	22,53,30,63
Partition 22	25,47,74,76
