cut	83
Partition 0	9,28,60
Partition 1	10,39,40
Partition 2	56,79,14,13
Partition 3	66,4,73
Partition 4	50,27,34
Partition 5	55,57,21,45,48
Partition 6	58,88,18
Partition 7	52,5,61,44
Partition 8	1,41,23,77
Partition 9	84,24,59
Partition 10	15,29,70,82
Partition 11	49,78,72,80
Partition 12	11,32,35,62
Partition 13	6,20,76
Partition 14	67,36,86
Partition 15	0,75,54
Partition 16	2,83,47,71
Partition 17	81,53,63,89
Partition 18	42,43,68
Partition 19	12,25,64,46
Partition 20	7,8,26,74
Partition 21	17,69,30
Partition 22	16,37,19,51
Partition 23	31,65,85
Partition 24	38,22,3,87,33
