cut	23
Partition 0	29,18,17,23
Partition 1	15,14,28,27
Partition 2	33,57,80,79
Partition 3	10,16,67,35,34
Partition 4	65,64,66,68
Partition 5	44,82,81
Partition 6	7,47,6,46,45
Partition 7	3,4,11
Partition 8	51,12,13,50,83
Partition 9	5,60,59,43
Partition 10	88,87,86,84
Partition 11	52,53,89,54,85
Partition 12	24,25,78,62
Partition 13	36,37,61,38
Partition 14	77,26,39,76,75
Partition 15	2,32,31,30
Partition 16	0,1,74,48
Partition 17	73,72,69,70,71
Partition 18	49,56,55,63
Partition 19	8,9,58,40,41
Partition 20	22,21,19,20,42
