cut	88
Partition 0	0,89,88
Partition 1	6,5,7,9
Partition 2	1,2,4,8
Partition 3	70,69,71
Partition 4	75,74,73,72
Partition 5	3,76,12,10
Partition 6	67,68,43
Partition 7	60,59,61
Partition 8	62,65,66,63,64
Partition 9	80,79,77
Partition 10	58,11,57,56
Partition 11	55,53,52,54
Partition 12	29,31,30,32
Partition 13	34,33,35,36
Partition 14	78,40,37,38
Partition 15	25,26,27,28
Partition 16	84,85,86,87,83
Partition 17	81,24,23,82
Partition 18	44,42,41
Partition 19	51,49,50
Partition 20	46,45,48,47
Partition 21	13,14,15
Partition 22	16,17,18
Partition 23	22,19,20,21,39
