cut	99
Partition 0	9,30
Partition 1	25,26,27
Partition 2	31,29,28
Partition 3	71,70
Partition 4	68,69,67
Partition 5	8,66,65
Partition 6	64,63,62
Partition 7	57,55
Partition 8	16,14,15
Partition 9	12,11,13
Partition 10	20,17,19
Partition 11	72,60,18
Partition 12	10,54,53
Partition 13	22,21,24,23
Partition 14	32,33
Partition 15	35,34,36
Partition 16	40,38,37
Partition 17	49,48
Partition 18	51,52,50
Partition 19	41,42,43
Partition 20	46,44,47,45
Partition 21	56,58
Partition 22	4,6,5
Partition 23	2,7,59
Partition 24	1,0,79
Partition 25	3,73,74
Partition 26	75,76,77
Partition 27	39,78,61
