cut	33
Partition 0	34,33,54
Partition 1	83,82,77
Partition 2	39,85,38,84
Partition 3	0,98,32
Partition 4	1,99,37,28
Partition 5	47,46,45
Partition 6	76,31,49,48
Partition 7	89,88,30,55
Partition 8	92,7,29,42
Partition 9	97,91,87,86
Partition 10	21,36,35
Partition 11	19,18,20
Partition 12	23,22,24
Partition 13	94,95,25,27,26
Partition 14	8,70,71
Partition 15	72,64,65
Partition 16	40,41,63,62
Partition 17	3,4,5,6
Partition 18	56,74,73
Partition 19	16,15,66
Partition 20	10,9,17,96,58
Partition 21	13,81,14
Partition 22	44,43,75,61
Partition 23	68,93,69,67
Partition 24	53,57,90
Partition 25	80,2,52,51
Partition 26	79,11,12,78
Partition 27	60,50,59
