cut	48
Partition 0	3611,3610,3572,3520,3608,3609
Partition 1	3568,3543,3571,3569,3570
Partition 2	3522,3544,3592,3593,3594
Partition 3	3589,3596,3599,3598,3595,3597
Partition 4	3535,3536,3576,3529,3575,3577
Partition 5	3542,3530,3540,3531,3524,3541
Partition 6	3545,3546,3552,3523,3550,3551
Partition 7	3590,3534,3532,3533,3548,3549
Partition 8	3547,3558,3591,3521,3557,3565
Partition 9	3562,3561,3563,3559,3560,3564
Partition 10	3567,3537,3538,3539,3556,3566
Partition 11	3527,3525,3528,3605,3600,3607,3606
Partition 12	3579,3580,3581,3582,3583
Partition 13	3573,3574,3555,3584,3526,3578
Partition 14	3604,3588,3585,3586,3587
Partition 15	3601,3602,3603,3554,3553
