cut	37
Partition 0	8,17,31,63
Partition 1	74,78,12
Partition 2	6,18,73,75
Partition 3	19,44,48,72
Partition 4	20,27,42,57
Partition 5	9,36,47,52
Partition 6	60,28,64
Partition 7	11,23,30,26
Partition 8	37,62,67
Partition 9	13,25,29,39
Partition 10	0,38,66,49
Partition 11	33,46,79
Partition 12	3,50,51,61
Partition 13	1,22,4,10
Partition 14	54,21,56,69
Partition 15	7,32,76,41
Partition 16	2,70,24,40,71
Partition 17	5,53,65,58
Partition 18	34,43,45
Partition 19	14,15,16,35
Partition 20	55,68,77,59
