path	1
T	NA
cut	14
Partition 0	5,79,72,41,30,80
Partition 1	34,8,42,17,48,23,43,61
Partition 2	77,6,27,44,10,47,20,58
Partition 3	70,7,88,39,83,12,26,62
Partition 4	81,36,32,9,15,13,14,71
Partition 5	45,73,22,31,46,40,63,84
Partition 6	56,2,50,16,49,28,55,57
Partition 7	52,51,29,67,38,54,68,75
Partition 8	4,1,3,33,78,85,64,69,76,35
Partition 9	0,89,18,37,65,66,21,60
Partition 10	19,24,87,86,25,82,53,59,74
Partition 14	11
path	2
T	NA
cut	16
Partition 0	5,79,72,11,17,23,41,30,80
Partition 1	34,8,42,43,61
Partition 2	77,6,27,44,10,47,20,58
Partition 3	70,7,88,39,83,12,26,62
Partition 4	81,36,32,9,15,13,14,71
Partition 5	45,73,22,31,46,40,63,84
Partition 6	56,2,50,16,49,28,55,57
Partition 7	52,51,29,67,54,75
Partition 8	4,1,3,33,78,85,64,69,76,35
Partition 9	0,89,18,37,65,66,21,60
Partition 10	19,24,87,86,25,82,53,59,74
Partition 12	68
Partition 13	48
Partition 14	38
path	3
T	NA
cut	13
Partition 0	5,79,72,41,30,80
Partition 1	34,8,42,11,17,48,23,43,61
Partition 2	77,6,27,44,10,47,20,58
Partition 3	70,7,88,39,83,12,26,62
Partition 4	81,36,32,9,15,13,14,71
Partition 5	45,73,22,31,46,40,63,84
Partition 6	56,2,50,16,49,28,55,57
Partition 7	52,51,29,67,38,54,68,75
Partition 8	4,1,3,33,78,85,64,69,76,35
Partition 9	0,89,18,37,65,66,21,60
Partition 10	19,24,87,86,25,82,53,59,74
