cut	45
Partition 0	7,4,63,36
Partition 1	3,24,39,64
Partition 2	21,53,59,72
Partition 3	16,46,66
Partition 4	18,30,50
Partition 5	26,52,41
Partition 6	17,42,67
Partition 7	2,9,37,10,79
Partition 8	38,40,76
Partition 9	22,34,71
Partition 10	32,58,69
Partition 11	20,13,14
Partition 12	0,73,23,28
Partition 13	44,54,57,77
Partition 14	33,61,68
Partition 15	12,19,47
Partition 16	55,43,70
Partition 17	6,15,65,75
Partition 18	29,51
Partition 19	48,56,74,78
Partition 20	11,25,45
Partition 21	27,5,60,62
Partition 22	1,31,35,8,49
