cut	108
Partition 0	7,6,8,88
Partition 1	48,85,87,86
Partition 2	83,62,63,61
Partition 3	4,20,47,69
Partition 4	12,11,9,10
Partition 5	51,49,34,60,50
Partition 6	97,36,35
Partition 7	18,17,30,29
Partition 8	71,38,39,40
Partition 9	81,78,80,79
Partition 10	55,56,54
Partition 11	58,59,82,57
Partition 12	43,44,46,45
Partition 13	64,32,33,31
Partition 14	52,84,70,66,53
Partition 15	21,23,22
Partition 16	25,27,24,26
Partition 17	67,65,68,28
Partition 18	0,99,98,1
Partition 19	15,13,72,37
Partition 20	76,74,77,73,75
Partition 21	93,95,94
Partition 22	90,89,92,91
Partition 23	42,14,16,96
Partition 24	5,3,41,2,19
