cut	97
Partition 0	2,42,23
Partition 1	40,18
Partition 2	39,47
Partition 3	25,24
Partition 4	31,17,49
Partition 5	34,32,16
Partition 6	12,26
Partition 7	64,15
Partition 8	38,8,65
Partition 9	9,22,41
Partition 10	54,68
Partition 11	63,10,59
Partition 12	44,56,58
Partition 13	21,11
Partition 14	5,53
Partition 15	66,61,14
Partition 16	0,62
Partition 17	45,36
Partition 18	20,19
Partition 19	57,51,55,50
Partition 20	30,28
Partition 21	52,69,13
Partition 22	3,1,4
Partition 23	37,35,60
Partition 24	7,6,67
Partition 25	43,29,27
Partition 26	33,48,46
