cut	40
Partition 0	2,15,65
Partition 1	0,33,44
Partition 2	1,34,76
Partition 3	29,32,73
Partition 4	11,55,66
Partition 5	18,35,48,61
Partition 6	4,6,51
Partition 7	9,17,68
Partition 8	21,49,58
Partition 9	14,57,64
Partition 10	26,63,67
Partition 11	74,77,78
Partition 12	13,42,52
Partition 13	3,24,38
Partition 14	39,54,8
Partition 15	22,31,79
Partition 16	47,50,60,69
Partition 17	20,30,75
Partition 18	7,12,16
Partition 19	5,25,36,37
Partition 20	40,43,53,72
Partition 21	19,27,28
Partition 22	45,62,71
Partition 23	41,46,56,70
Partition 24	10,23,59
