iteration	t
1	15,19,25,36,57,138,205,701,1868,5012,5023,5033
2	6,20,94,119,139,228,559,1322,1958
3	3,28,704,1089,1226,2561,2731,2929,4222
4	9,21,67,101,182,184,640,662,672,691,702,707,1141,1147
5	7,24,322,427,545,3017
6	12,1152,1957
7	5,48,90,161,1234,1458
8	9,773,862,1130,9603,9760
9	85,423,983,3995,6287,7809
10	2,48,246,493,3009,3086,3222,3227,3393,3725
