cut	52
Partition 0	18,30,50
Partition 1	16,46,66
Partition 2	21,53,59
Partition 3	7,72,36
Partition 4	3,4,64
Partition 5	24,39,63
Partition 6	38,76
Partition 7	2,9,37
Partition 8	42,10,79
Partition 9	26,52
Partition 10	17,41,67
Partition 11	32,34,71
Partition 12	22,40,58,69
Partition 13	73,13,61
Partition 14	0,23,28
Partition 15	44,54,57
Partition 16	47,33,68
Partition 17	12,19,55
Partition 18	20,14
Partition 19	31,43,70,77
Partition 20	35,15,75
Partition 21	8,6,65
Partition 22	1,27,49
Partition 23	5,60,62
Partition 24	11,25,45
Partition 25	29,48,51
Partition 26	56,74,78
