iteration	t
1	12,34,50,55,99,171,182,279,337,343,519
2	82,83,93,106,109,119,121,128,132,147,158,202,280,359,1184,1541,1567,1698,1745,1841,1865,2056,2117
3	8,16,19,31,46,54,157,171,191,687
4	65,68,81,94,104,118,133,157,173,2512,2515
5	72,94,107,116,225,3122,3125,3131,3164
6	1,34
7	1062,3047,7404,12665
8	4,21,83,3778,3892,6781
9	25,40,96,699,1671
