cut	74
Partition 0	43,37
Partition 1	9,35,33
Partition 2	23,22
Partition 3	34,26
Partition 4	55,64
Partition 5	29,4,30
Partition 6	62,63
Partition 7	2,59,25
Partition 8	12,32,44
Partition 9	17,66
Partition 10	46,20,48
Partition 11	11,15
Partition 12	0,18,45,69
Partition 13	10,31
Partition 14	19,42,68
Partition 15	27,40
Partition 16	5,28
Partition 17	41,36,56
Partition 18	47,7,61
Partition 19	60,38,8
Partition 20	50,14
Partition 21	13,67,57
Partition 22	49,51,6
Partition 23	52,53
Partition 24	54,1,65
Partition 25	3,39,58
Partition 26	16,21,24
