Npart	Sol	Nodes	Constraint	Valid Motif_METIS	Valid Motif_Optimized	Cycle Free_METIS	Cycle Free_Optimized	T_Metis	T_Optimized	cut_Metis	cut_Optimized
4	0	19	lc	True	True	True	True	2	2	4	4
4	1	19	lc	True	True	True	True	2	2	4	4
4	4	19	lc	True	True	True	True	2	2	4	4
4	62	19	lc	True	True	True	True	2	2	4	4
4	63	19	lc	True	True	True	True	2	2	4	4
4	66	19	lc	True	True	True	True	2	2	4	4
4	184	19	lc	True	True	True	True	2	2	4	4
3	4	19	lc	True	True	True	True	1	1	3	2
3	14	19	lc	True	True	True	True	1	1	3	2
3	4	19	hc	False	True	True	True	1	1	3	2
3	14	19	hc	False	True	True	True	1	1	3	2
