iteration	t
1	26,46,366,2389,2430,3659,3668,5504,7460
2	32,71,74,103,158,187,196,547,4201,5353,9958
3	10,194,211,1093,1166,2934,3208,3945,3948
4	3,151,544,1895,2346,2461,2797,2836,3315,6873
5	14,15,69,241,967,1062,1578,1704,2082,2815,3719,5140,9376
6	1361,6187,6239,7080,7086,7092,7179,7344,7372,14036
7	14,30,49,54,108,3764,4666,5497,5709,5719,6268
8	23,155,388,3089,3256,3301,3330,3352
9	59,486
