cut	103
Partition 0	18,16,17,19
Partition 1	76,24,26
Partition 2	15,13,12,14
Partition 3	67,68,65,66
Partition 4	75,84,74,73
Partition 5	72,69,70,71
Partition 6	0,1,99
Partition 7	48,46,94,95
Partition 8	98,9,96,97
Partition 9	41,43,45,44
Partition 10	78,79,42,80
Partition 11	4,5,6,7
Partition 12	3,2,77,81
Partition 13	8,10,53
Partition 14	50,93,52,51
Partition 15	83,49,82,47
Partition 16	64,25,63,62
Partition 17	58,61,59,60
Partition 18	56,55,54,57
Partition 19	92,32,34
Partition 20	91,90,89
Partition 21	85,87,88,86
Partition 22	27,40,31,33
Partition 23	39,35,36,37,38
Partition 24	11,29,28,30
Partition 25	22,20,21,23
