cut	33
Partition 0	69,68
Partition 1	4,20,21
Partition 2	36,37,67
Partition 3	3,24,7
Partition 4	23,53,52
Partition 5	8,30,22
Partition 6	61,60
Partition 7	27,26,28
Partition 8	2,1,56
Partition 9	46,45,47
Partition 10	9,29,25
Partition 11	74,19,35
Partition 12	34,32,48,31
Partition 13	41,59,58
Partition 14	40,43,42
Partition 15	11,10,39
Partition 16	76,77
Partition 17	71,79,78
Partition 18	6,5,51,50
Partition 19	44,38,70
Partition 20	15,16,17,49
Partition 21	73,72,65
Partition 22	62,33,75
Partition 23	0,57
Partition 24	55,63,54
Partition 25	14,13,12
Partition 26	64,18,66
