iteration	t
1	54,123,183,332,337,373,385,768,878,1811,1962,2417,2894,3683,3760,4790
2	24,31,45,49,60,61,81,180,195,284,403,580,880,1037,1199
3	8,105,293,414,461,656,872,1160,3096,3451,4096,7325
4	18,76,95,114,157,167,168,251,418,546,583,621,656,1252
5	89,114,187,318,418,428,807,825,879,1269,1588,1603,2624,2851,4325
6	167,797,4861,7136
7	4,32,63,95,390,405,421,475,482,495,4147,5133,5164
8	263
