Npart	Sol	Nodes	Constraint	Valid Motif_METIS	Valid Motif_Optimized	Cycle Free_METIS	Cycle Free_Optimized	T_Metis	T_Optimized	cut_Metis	cut_Optimized
4	35	18	lc	True	True	False	True	3	2	6	5
3	10	18	lc	True	True	True	True	2	1	4	3
3	33	18	lc	True	True	True	True	2	1	4	3
3	36	18	lc	True	True	True	True	2	1	4	3
2	1	18	lc	True	True	False	True	2	1	3	3
2	2	18	lc	True	True	False	True	2	1	3	3
2	3	18	lc	True	True	False	True	2	1	3	3
2	4	18	lc	True	True	False	True	2	1	3	3
2	6	18	lc	True	True	False	True	2	1	3	3
2	9	18	lc	True	True	False	True	2	1	3	3
2	11	18	lc	True	True	False	True	2	1	3	3
