iteration	t
1	5,8,26,43,49,58,60,66,83,97,490
2	13,14,28,55,77,90,95,96,100,144,211,928
3	2,5,16,18,25,32,43,72,100,109,1921,6810
4	3,5,15,16,20,30,37,38,44,117,236,580,602,751,755,1207,1606,1615
5	2,6,15,24,41,45,75,88,132,141,165,237,422,1207,1213,1242,1606
6	1041,1073,3581,11578,13020,13061,13084,18306
7	116,5665
8	4,3031
9	1415,1426,1444,1933,2221
