cut	25
Partition 0	77,6,27,20
Partition 1	44,10,47,58
Partition 2	7,39,83,12,26
Partition 3	32,9,15,13
Partition 4	70,88,14,71,62
Partition 5	41,30,80
Partition 6	5,79,72,81,36
Partition 7	38,54,68
Partition 8	11,17,48,23
Partition 9	34,8,42,43,61
Partition 10	82,53,59,74
Partition 11	87,86,25,60
Partition 12	33,19,24,76
Partition 13	4,1,3,78
Partition 14	85,64,69,35
Partition 15	45,40,63,84
Partition 16	73,22,31,52,46
Partition 17	56,2,50,51,75
Partition 18	16,49,28,55
Partition 19	65,66,29,57,67
Partition 20	0,89,18,37,21
