cut	50
Partition 0	3579,3580
Partition 1	3527,3528,3529
Partition 2	3525,3530,3531
Partition 3	3536,3537,3538
Partition 4	3543,3541,3542
Partition 5	3566,3567,3544
Partition 6	3534,3533
Partition 7	3521,3532,3539
Partition 8	3576,3522,3540
Partition 9	3523,3574,3572
Partition 10	3573,3591,3590
Partition 11	3524,3551,3552,3535
Partition 12	3587,3589,3588
Partition 13	3545,3546
Partition 14	3577,3578,3581
Partition 15	3575,3583,3582
Partition 16	3585,3584
Partition 17	3568,3570,3571
Partition 18	3593,3586,3594,3520
Partition 19	3592,3526,3569
Partition 20	3547,3548,3549
Partition 21	3558,3556,3557
Partition 22	3559,3560,3561
Partition 23	3562,3564,3563
Partition 24	3553,3554,3555
Partition 25	3598,3597,3550
Partition 26	3565,3595,3596
