cut	81
Partition 0	2112,2087,2109,2110
Partition 1	2094,2095,2098,2105
Partition 2	2103,2107,2108,2106,2104
Partition 3	2065,2079,2096,2075
Partition 4	2080,2085,2084,2086,2081
Partition 5	2078,2090,2091,2092,2093
Partition 6	2077,2097,2102,2101,2067
Partition 7	2143,2144,2151,2150,2152
Partition 8	2066,2131,2132,2135,2133
Partition 9	2142,2076,2134,2136,2137
Partition 10	2129,2130,2138,2139,2140
Partition 11	2146,2068,2099,2100,2147
Partition 12	2145,2148,2089,2141,2149
Partition 13	2063,2082,2088,2083,2062
Partition 14	2191,2192,2189,2190
Partition 15	2200,2199,2185,2186,2195
Partition 16	2198,2193,2196,2197,2194
Partition 17	2187,2073,2119,2180,2181
Partition 18	2116,2117,2121,2122,2118
Partition 19	2124,2183,2123,2184
Partition 20	2064,2125,2126,2188,2182
Partition 21	2176,2175,2178,2171
Partition 22	2120,2128,2179,2173,2177
Partition 23	2069,2111,2071,2115,2127
Partition 24	2113,2114,2174,2170,2172
Partition 25	2070,2164,2163,2166
Partition 26	2153,2154,2168,2167,2169
Partition 27	2162,2161,2165,2155,2159
Partition 28	2072,2157,2156,2158,2160,2074
