cut	79
Partition 0	38,39,42
Partition 1	69,63,70
Partition 2	22,16,31,61
Partition 3	10,13,85
Partition 4	12,84,72
Partition 5	71,58,62
Partition 6	4,79,60
Partition 7	43,18,76
Partition 8	6,54,28,25
Partition 9	56,45,59
Partition 10	35,67,57
Partition 11	3,7,80
Partition 12	41,36,73,86,82
Partition 13	21,33,23
Partition 14	5,50,17
Partition 15	48,27,44
Partition 16	32,0,24
Partition 17	51,52,66
Partition 18	46,47,55,64
Partition 19	1,20,89,19
Partition 20	37,40,75
Partition 21	83,11,29
Partition 22	26,14,81,49
Partition 23	78,2,88
Partition 24	74,53,30,87
Partition 25	8,68,9
Partition 26	15,34,65,77
