cut	47
Partition 0	24,57,65,78
Partition 1	2,15,63,37
Partition 2	11,16,62
Partition 3	7,12,21,43
Partition 4	40,72,93
Partition 5	25,27,47,36,51
Partition 6	28,32,33,39,85
Partition 7	8,13,38,46
Partition 8	6,81,29,86
Partition 9	20,90,98
Partition 10	34,52,60,89
Partition 11	50,70,97,96
Partition 12	31,35,19,53
Partition 13	1,73,79,59
Partition 14	10,49,92,64
Partition 15	23,76,83,87
Partition 16	0,3,14,69
Partition 17	88,5,18,48
Partition 18	22,42,61
Partition 19	45,54,66,84
Partition 20	17,55,75,94
Partition 21	30,67,71,80
Partition 22	9,58,68,99
Partition 23	4,41,44,91
Partition 24	26,56,95,74,77,82
