cut	88
Partition 0	17,71,86
Partition 1	50,30,4,37
Partition 2	15,85,99,67
Partition 3	22,16,80,61
Partition 4	45,89,1,69
Partition 5	23,94,77,79
Partition 6	25,10,68
Partition 7	3,92,70,88
Partition 8	7,38,51,55
Partition 9	11,58,75,47
Partition 10	14,54,87,64
Partition 11	26,34,32,73
Partition 12	29,65,39,56
Partition 13	5,27,9,72
Partition 14	2,57,52
Partition 15	66,6,90,97
Partition 16	49,93,33,53
Partition 17	19,62,40,59
Partition 18	18,20,48,63
Partition 19	24,60,95,82
Partition 20	12,98,44
Partition 21	43,76,74
Partition 22	31,35,28,91
Partition 23	13,21,78,84
Partition 24	0,81,46,42,36
Partition 25	8,41,83,96
