cut	98
Partition 0	41,37,57,63
Partition 1	11,73,74,65
Partition 2	72,17,18
Partition 3	69,50,68
Partition 4	71,3,44,15
Partition 5	48,12,13
Partition 6	58,59,62
Partition 7	40,39,21,61
Partition 8	22,30,27
Partition 9	31,1,32,45
Partition 10	19,55,20,53,77
Partition 11	10,9,33
Partition 12	29,5,28,26
Partition 13	79,16,60,38
Partition 14	78,56,64,70
Partition 15	7,46,76,75
Partition 16	35,67,43
Partition 17	0,34,42
Partition 18	36,4,2,8
Partition 19	51,6,49
Partition 20	24,54,47,52
Partition 21	25,14,23,66
