cut	113
Partition 0	0,86,85
Partition 1	84,82,83
Partition 2	81,30,45
Partition 3	15,12,13
Partition 4	24,22,11
Partition 5	16,14,66
Partition 6	65,40,21,23
Partition 7	25,69,44
Partition 8	77,57,56
Partition 9	55,43,54
Partition 10	35,19,34
Partition 11	72,71,37
Partition 12	59,60,58
Partition 13	62,68,20,88,61
Partition 14	3,64,63
Partition 15	39,42,41
Partition 16	38,73,74
Partition 17	36,1,17
Partition 18	89,87,46
Partition 19	50,52,48
Partition 20	47,49,53,51
Partition 21	4,67,18
Partition 22	31,29,28
Partition 23	27,2,26
Partition 24	32,5,7
Partition 25	8,6,10,9
Partition 26	78,80,70
Partition 27	75,76,79,33
