cut	52
Partition 0	3,10,87
Partition 1	48,68,58
Partition 2	5,6,2
Partition 3	42,65,86
Partition 4	4,82,20,30
Partition 5	49,63,51
Partition 6	19,60,88
Partition 7	0,66,8
Partition 8	37,23,27,13
Partition 9	1,21,79
Partition 10	29,62,50
Partition 11	55,40,28
Partition 12	9,54,12,45,72
Partition 13	64,38,83
Partition 14	11,52,41
Partition 15	33,22,74
Partition 16	59,56,69
Partition 17	15,24,17
Partition 18	16,14,46
Partition 19	85,32,35,71,36
Partition 20	43,73,78
Partition 21	18,44,76,53
Partition 22	81,47,61,70
Partition 23	67,25,77
Partition 24	26,75,39
Partition 25	7,31,80
Partition 26	34,57,84,89
