cut	85
Partition 0	15,67,68,66
Partition 1	72,73,69,70,71
Partition 2	18,16,17,19
Partition 3	13,12,14,76,74
Partition 4	77,75,84,24,26
Partition 5	78,81,79,80
Partition 6	41,42,43,45,44
Partition 7	96,97,48,94,95
Partition 8	0,1,99,98
Partition 9	3,2,4,5,6,7
Partition 10	56,25,55,54
Partition 11	58,61,57,59,60
Partition 12	64,65,46,63,62
Partition 13	9,93,10,52,53
Partition 14	83,49,50,82,51
Partition 15	39,40,37,38,47
Partition 16	33,35,32,34,36
Partition 17	29,27,28,30,31
Partition 18	22,20,21,23
Partition 19	11,91,92,90,89
Partition 20	8,85,87,88,86
