cut	54
Partition 0	64,67,74
Partition 1	2,14,52
Partition 2	48,50,56
Partition 3	5,43,58
Partition 4	42,73,72
Partition 5	45,51,79
Partition 6	77,12,29
Partition 7	6,26,61
Partition 8	10,13,21
Partition 9	1,23,40,49
Partition 10	0,4,20,27
Partition 11	30,32,36,80
Partition 12	15,35,53,69
Partition 13	16,71,22
Partition 14	39,63,84
Partition 15	18,46,70
Partition 16	33,83,62
Partition 17	11,25,31
Partition 18	8,54,59,89
Partition 19	9,82
Partition 20	19,44,81,88
Partition 21	34,41,66
Partition 22	37,38,65
Partition 23	7,75,76,78
Partition 24	24,60,86
Partition 25	28,68,57
Partition 26	3,47,55
Partition 27	17,85,87
