cut	158
Partition 0	2199,2184
Partition 1	2185,2183
Partition 2	2198
Partition 3	2200
Partition 4	2192,2193
Partition 5	2191,2190
Partition 6	2196,2194
Partition 7	2186,2195,2197
Partition 8	2073,2119
Partition 9	2122,2180
Partition 10	2117,2118
Partition 11	2121
Partition 12	2064,2125
Partition 13	2126
Partition 14	2181,2182
Partition 15	2124,2123
Partition 16	2187,2189,2188
Partition 17	2157
Partition 18	2155,2159
Partition 19	2158
Partition 20	2072,2156,2074
Partition 21	2154,2167
Partition 22	2162,2165
Partition 23	2166,2169
Partition 24	2070,2163
Partition 25	2164,2161,2160
Partition 26	2120,2179
Partition 27	2173,2177
Partition 28	2116
Partition 29	2071,2115
Partition 30	2153,2168
Partition 31	2170,2152
Partition 32	2176,2171
Partition 33	2127,2174,2172
Partition 34	2128,2175,2178
Partition 35	2085,2086
Partition 36	2080,2084,2081
Partition 37	2078,2091
Partition 38	2090,2075
Partition 39	2065,2079
Partition 40	2096,2097
Partition 41	2067
Partition 42	2077,2102,2101
Partition 43	2095,2098
Partition 44	2105,2106
Partition 45	2093,2107
Partition 46	2092,2089
Partition 47	2099,2100
Partition 48	2103,2104
Partition 49	2094
Partition 50	2063,2088
Partition 51	2082,2062
Partition 52	2129
Partition 53	2130,2068
Partition 54	2145
Partition 55	2146,2148,2147
Partition 56	2076,2139
Partition 57	2138,2140
Partition 58	2066,2142
Partition 59	2131,2132,2133
Partition 60	2135,2134,2136
Partition 61	2151,2150
Partition 62	2141,2149
Partition 63	2143,2144
Partition 64	2083,2137
Partition 65	2109,2108
Partition 66	2087,2110
Partition 67	2069
Partition 68	2111,2113
Partition 69	2112,2114
