cut	113
Partition 0	13,18,38
Partition 1	7,26,42,35
Partition 2	9,63,53
Partition 3	50,44,48
Partition 4	75,21,49,78,51
Partition 5	20,23,36
Partition 6	17,37,72,66
Partition 7	0,10,16,39
Partition 8	25,46,76
Partition 9	1,12,65,56
Partition 10	2,15,41,31,52
Partition 11	60,67,69
Partition 12	74,24,71
Partition 13	4,34,14
Partition 14	54,19,33,79
Partition 15	73,22,64,61
Partition 16	11,30,47
Partition 17	5,40,58
Partition 18	6,62,43,8,29
Partition 19	55,59,32
Partition 20	3,28,45,27
Partition 21	77,57,70,68
