cut	39
Partition 0	3539,3564,3563,3562
Partition 1	3558,3559,3560,3561
Partition 2	3520,3583,3582
Partition 3	3590,3584,3589,3585
Partition 4	3587,3588,3586,3525
Partition 5	3544,3550,3545,3551
Partition 6	3538,3537,3536,3535
Partition 7	3533,3534,3528,3532
Partition 8	3529,3524,3530,3527
Partition 9	3565,3569,3556,3557
Partition 10	3521,3547,3526,3531
Partition 11	3540,3543,3522,3570
Partition 12	3566,3567,3555,3568
Partition 13	3548,3523,3546,3549
Partition 14	3573,3576,3541,3542
Partition 15	3571,3554,3552,3553
Partition 16	3572,3581,3579,3580
Partition 17	3574,3575,3577,3578
