cut	43
Partition 0	3575,3569,3568,3574,3573
Partition 1	3565,3534,3524,3566
Partition 2	3530,3531,3525,3533
Partition 3	3521,3527,3553,3528,3529
Partition 4	3586,3520,3547,3546
Partition 5	3587,3554,3588,3590,3589
Partition 6	3535,3544,3545,3543
Partition 7	3581,3532,3536,3537,3523
Partition 8	3541,3540,3542,3539,3538
Partition 9	3583,3584,3582,3585
Partition 10	3580,3599,3600,3598,3597
Partition 11	3602,3601,3571,3567
Partition 12	3576,3577,3572,3578,3579
Partition 13	3526,3558,3570,3591
Partition 14	3595,3594,3593,3596,3592
Partition 15	3557,3560,3561,3559,3562
Partition 16	3548,3550,3549,3551,3563
Partition 17	3555,3552,3522,3556,3564
