cut	56
Partition 0	47,52,86
Partition 1	20,35,87
Partition 2	66,77,85
Partition 3	1,3,4
Partition 4	25,48,57
Partition 5	17,37,79
Partition 6	16,82,83
Partition 7	13,68,53
Partition 8	11,22,31
Partition 9	10,46,60,76
Partition 10	39,81
Partition 11	5,7,14
Partition 12	50,59,84
Partition 13	28,69,74
Partition 14	30,70,75
Partition 15	21,38,62
Partition 16	45,56,65
Partition 17	18,19,27
Partition 18	2,71,73,80
Partition 19	23,40
Partition 20	8,42,49,64
Partition 21	67,9,29
Partition 22	24,32,43
Partition 23	51,33,41
Partition 24	55,58,61
Partition 25	0,6,26
Partition 26	12,63,78
Partition 27	15,36,34,89
Partition 28	44,54,72,88
