cut	69
Partition 0	1,65,58,26
Partition 1	3,10,69,14,17
Partition 2	0,88,86,74,95
Partition 3	9,64,62,57,94
Partition 4	47,42,79,81,83
Partition 5	73,77,59,70
Partition 6	28,43,54,51,4
Partition 7	19,36,48,96
Partition 8	31,44,99,78
Partition 9	89,32,61,49,84,30
Partition 10	45,97,46,23
Partition 11	20,22,12,37
Partition 12	55,71,66,80
Partition 13	90,33,50,34,39
Partition 14	13,67,6,85,87
Partition 15	7,40,24,21,27
Partition 16	15,35,56,82,93
Partition 17	75,11,68,76,60
Partition 18	63,5,8,91,16
Partition 19	2,18,25,53,41,52
Partition 20	38,29,72,92,98
