iteration	t
1	494,535,605,674,680,737,746,762,797,800,874,1029,3557,3572,3589
2	293,310,317,354,379,409,414,476,478,480,860,2029,2170
3	148,150,156,175,229,241,243,246,248,260,282,322,328,329,494,1169
4	267,275,292,293,300,309,318,327,363,381,402,442,448,511,1176,1196,1232,1460
5	245,250,294,305,333,371,372,394,410,455,492,557,1667,3252
6	47,69,5812,5813
7	3,56,239,344,696,2060,2484
8	4,36,1441,1475,2872
9	122,128,370,437,440,5040,12508
10	85,639,644,906
