cut	45
Partition 0	3584,3583,3582
Partition 1	3530,3521,3531
Partition 2	3570,3571,3572
Partition 3	3585,3586,3591,3590
Partition 4	3588,3587,3589
Partition 5	3575,3576,3577
Partition 6	3523,3561,3528,3529
Partition 7	3527,3526,3563,3562
Partition 8	3573,3578,3574
Partition 9	3569,3568,3555,3525
Partition 10	3522,3537,3539,3538,3540
Partition 11	3547,3548,3564,3560
Partition 12	3533,3532,3534
Partition 13	3541,3543,3542
Partition 14	3549,3550,3551
Partition 15	3544,3546,3545
Partition 16	3557,3558,3556,3554
Partition 17	3566,3565
Partition 18	3559,3535,3524,3536
Partition 19	3594,3553,3552
Partition 20	3593,3592,3520,3581
Partition 21	3567,3580,3579
