Npart	Sol	Nodes	Constraint	Valid Motif_METIS	Valid Motif_Optimized	Cycle Free_METIS	Cycle Free_Optimized	T_Metis	T_Optimized	cut_Metis	cut_Optimized
4	1	20	lc	True	True	False	True	3	2	5	4
3	1	20	lc	True	True	False	True	2	1	4	3
3	36	20	lc	True	True	False	True	2	1	4	3
5	6	20	lc	True	True	False	True	3	2	8	7
5	13	20	lc	True	True	False	True	3	2	8	7
5	16	20	lc	True	True	False	True	3	2	8	7
5	20	20	lc	True	True	False	True	3	2	8	7
4	1	20	hc	True	True	False	True	3	2	5	4
3	2	20	hc	True	True	False	True	2	2	4	3
3	65	20	hc	True	True	False	True	2	2	4	3
