iteration	t
1	3,8,17,22,25,31,33,53,54,87,95,190,725,3772,4228,4236
2	39,44,92,125,299,504,519,532,1180
3	4,19,31,38,40,44,51,115,150,448,487,718
4	32,65,88,99,117,178,242,249,749,793,1006,1038
5	14,31,33,45,48,53,105,187,189,1136
6	36,767,3727,3889
7	82,83,102,829,867,871,1258,1607,1981,1999,2050
8	8,308
9	3
10	7,8,12,34,38,407,557,561
