cut	22
Partition 0	5,79,72,30
Partition 1	11,17,48,41,80
Partition 2	34,8,42,23,43
Partition 3	38,54,68,61
Partition 4	77,6,27,32,20
Partition 5	44,10,47,58
Partition 6	7,39,83,12,26
Partition 7	9,15,13,14
Partition 8	81,36,70,88,71,62
Partition 9	16,49,28,55,57
Partition 10	56,2,50,51
Partition 11	22,31,52,46,75
Partition 12	0,89,18,37,21
Partition 13	45,73,40,63,84
Partition 14	4,1,3,33,78
Partition 15	85,64,69,76,35
Partition 16	19,24,87,86,25
Partition 17	82,53,59,74
Partition 18	65,66,29,67,60
